cell_line,Gene Symbol,n_sgrnas,z_scored_avg_lfc,p_value,FDR
A375,MPPE1,3,-0.32740147401845215,0.3464231938914455,0.6363958660959101
A375,MPPED1,3,-0.4687920430344677,0.2973486894571318,0.5833767425015364
A375,MPPED2,3,-1.5686532550568815,0.08066693865650074,0.2646552969488499
A375,MPRIP,3,-1.8176972487009178,0.06167337443667132,0.22326337932751997
A375,MPST,3,0.7367533388853362,0.7821417102802133,0.9273418777993285
A375,MPV17,3,0.5893108143634785,0.7256693121576715,0.9008195199112622
A375,MPV17L,5,-0.42810316776597757,0.311032712100595,0.5983537175672485
A375,MPV17L2,3,-4.153356566567449,0.0040753212950431425,0.031156099413847917
A375,MPZ,3,-3.6857349545488853,0.007922536961121145,0.05344780305178999
A375,MPZL1,3,-1.0419202742850502,0.15024002207702963,0.3888338923265307
A375,MPZL2,3,0.6658666904460073,0.7557949517912046,0.9163109945619666
A375,MPZL3,3,0.15564394442584367,0.5391551575468168,0.7918656211192535
A375,MR1,3,0.28193434273675483,0.5940799593451351,0.8267988450217137
A375,MRAP,3,0.6556172495217176,0.751857264174904,0.9135254431560509
A375,MRAP-AS1,1,0.5087135221438008,0.6923928119708318,0.8829879079290047
A375,MRAP2,3,-1.4269576327959677,0.09476300088384296,0.2911952838137614
A375,MRAS,3,0.20676750728688867,0.5612636572733671,0.8073405079777244
A375,MRC1,3,-0.4191383753931883,0.31409751137122066,0.6018013043137854
A375,MRC2,3,0.035111819421220145,0.48807863900000054,0.7557685264757334
A375,MRE11,3,-5.756361279111629,0.0005734934507170737,0.006495400237873056
A375,MREG,3,-0.09099615596715423,0.4365917130971837,0.7167863806224672
A375,MRFAP1,3,-1.0241214867082677,0.15353759683115784,0.39387389707152537
A375,MRFAP1L1,3,-0.19942961284183414,0.3941254880500198,0.681393709348307
A375,MRFAP1L2,6,1.0451116898638264,0.8768228094549848,0.9674439287192984
A375,MRGBP,3,-5.303906458790814,0.0010257144452123247,0.010405267164911271
A375,MRGPRD,3,-3.3243222364750222,0.012788682800166576,0.07805193722654186
A375,MRGPRE,3,-3.1696353945018054,0.015432428801300857,0.09041216984397106
A375,MRGPRF,3,-0.07721843838311337,0.4421106591384112,0.7215149096998675
A375,MRGPRG,3,-3.4343224710020017,0.011117938345354345,0.07040654089492651
A375,MRGPRG-AS1,3,-3.4343224710020017,0.011117938345354345,0.07040654089492651
A375,MRGPRX1,3,-1.4487384991573693,0.0924105668797726,0.287182250031814
A375,MRGPRX2,3,-0.831207618212104,0.19421244457400644,0.45200194515766906
A375,MRGPRX3,3,-0.30738199111097103,0.35369651776687894,0.6428105074616854
A375,MRGPRX4,3,1.8553009257225022,0.9861871716125411,0.9985612362413221
A375,MRI1,3,-0.5122636892027078,0.2831567072217099,0.5666303627122231
A375,MRLN,3,0.6788891820023025,0.7607526898932475,0.9191484983743747
A375,MRM1,3,-2.1260896498278306,0.0454614868155326,0.18572871909048122
A375,MRM2,5,-6.3784395605413495,1.447381616527602e-05,0.00018876877749561167
A375,MRM3,3,-3.332322541369727,0.01266160588634634,0.0774768703022556
A375,MRNIP,3,-0.619881484448243,0.25007104303629774,0.5251687087629241
A375,MRO,3,0.45305236633208373,0.6687005318633312,0.8715094008545254
A375,MROH1,3,0.7612210740378649,0.7908585925371219,0.9310637377555142
A375,MROH2A,3,1.3838440900182876,0.9437687344621035,0.9863864036439066
A375,MROH2B,3,-0.1919398925968208,0.3970014928173516,0.6844233880697328
A375,MROH5,3,-0.6481867889572009,0.24187873390230094,0.5147897119618476
A375,MROH6,3,-2.455916864551244,0.03346835714790347,0.15470129046826264
A375,MROH7,3,-0.7168917620828367,0.22290652755849927,0.4904914416764894
A375,MROH7-TTC4,5,-4.726378799998118,0.0018385017792823628,0.01602122979088916
A375,MROH8,3,-2.3599679119087886,0.03661340890006591,0.1637037776541808
A375,MROH9,3,-1.3296380780966393,0.10619289728669898,0.3141185090798232
A375,MRPL1,3,-0.41237479741141253,0.31642136855142294,0.6045522215687659
A375,MRPL10,3,-6.651627768835167,6.314493031174935e-07,8.819419022688504e-06
A375,MRPL11,3,-6.5089503616298,3.669257295275382e-06,4.9407421088931136e-05
A375,MRPL12,5,-10.290409854415165,1.0851313158860417e-68,2.313718982798853e-66
A375,MRPL13,3,-5.392069223705179,0.0009678749743764512,0.010060099409428936
A375,MRPL14,3,-4.015342480285954,0.004994225846156176,0.03682449330282858
A375,MRPL15,3,-8.4598448987806,2.532283931102344e-27,6.741444540979332e-26
A375,MRPL16,3,-8.384812534755486,4.4883212738597393e-26,1.155183551780445e-24
