Gene Symbol,n_sgrnas,z_scored_avg_lfc,p_value,FDR
ABLIM3,6,0.5414608481992292,0.6816846411738762,0.8164637762707346
ABO,6,-2.0128948172610164,0.0373889586228536,0.17505756675277323
ABR,6,-3.867169862042269,0.001963850433019546,0.01650152045398184
ABRA,6,-0.34703128566113484,0.32719484980592706,0.6216469760934652
ABRACL,6,0.3401731807313499,0.597542454277117,0.7779499259543271
ABRAXAS1,6,0.2268396721787322,0.5484153589344796,0.7547293475554895
ABRAXAS2,6,0.07291203720551051,0.48290518114374953,0.7216920065747068
ABT1,6,-8.834383979395646,2.384862434455147e-71,1.1357117178828211e-69
ABTB1,6,-0.7432353888008496,0.21577373967874,0.5122511965005715
ABTB2,6,0.5851890911732568,0.6988948638261743,0.8212147969061928
ABTB3,6,-0.29502216262518355,0.34440326337929483,0.6345740904498419
ACAA1,6,-0.13060030489311888,0.40265900594772175,0.675940335888547
ACAA2,6,-1.263891096493294,0.11322320332647763,0.353444894794301
ACAD10,6,0.8685952716100541,0.7976355104790428,0.86814831549085
ACAD11,6,-2.141509264299222,0.029896611230369862,0.14793358230991477
ACAD8,6,-1.3454798181141678,0.1012204006271567,0.3301818090627542
ACAD9,6,-5.149134508088119,1.173560505733474e-06,1.3037142369202162e-05
ACADL,6,-0.8770645068748857,0.18537891564321413,0.4717240100463735
ACADM,6,0.8031425909915134,0.7769080292790237,0.8573840396828984
ACADS,6,-0.7404311122555062,0.216444313256474,0.5130609279742522
ACADSB,6,-2.444741447716579,0.01777953711991513,0.09884911313030346
ACADVL,6,-1.5456751326042912,0.07659523024696388,0.28443283265139935
ACAN,6,0.7774456135852026,0.7684239371698285,0.8530070756022268
ACAP1,6,0.04539975239153311,0.47156026548614943,0.7148972197105764
ACAP2,6,-0.08562280135832902,0.4196282076226466,0.6865727516554653
ACAP3,6,-2.2854735998989626,0.023245744772617618,0.1222799185363966
ACAT1,6,0.20168447231467979,0.5375405373063853,0.7495059403188964
ACAT2,6,0.7478616451045453,0.7584151459122459,0.848518679206717
ACBD3,6,-1.8256028692581352,0.05080112830608719,0.2160961469464488
ACBD4,6,0.627453266564866,0.7150644403555247,0.8292347456135568
ACBD5,6,-4.763309954440214,7.375641544422238e-05,0.000753306479805771
ACBD6,6,-1.5165477719794165,0.07979151628582136,0.29131275602931134
ACBD7,5,-3.6590156660450712,0.0024160285508474013,0.019378235491232625
ACBD7-DCLRE1CP1,5,-3.6590156660450712,0.0024160285508474013,0.019378235491232625
ACCS,6,-0.2676117190277443,0.3537076307719855,0.6431432428877312
ACCSL,6,-1.8737362596423424,0.04708374289409652,0.2044640762065545
ACD,6,-8.210976622274263,3.477695205023201e-54,1.0722260582975589e-52
ACE,6,-2.5419507650912125,0.015194133509680236,0.08759675045268685
ACE2,6,0.23808478195611865,0.5532874999781849,0.757961811193875
ACER1,6,-0.2262463715293125,0.36805586196654483,0.6532260730862476
ACER2,6,-0.18301890402478008,0.3834465786181952,0.6636714082221541
ACER3,6,-0.9641678206820634,0.16712220113660725,0.4466309751268112
ACHE,6,-1.2469450331090872,0.115867044267568,0.3586343611370315
ACIN1,6,-3.556104292110509,0.002825296166962536,0.022122158537115928
ACKR1,6,0.1593040349430803,0.5193317954306053,0.7403894656818955
ACKR3,6,-0.015356819668426192,0.4470284032998142,0.7021074103837863
ACKR4,6,-0.18266915437823672,0.3835727665323317,0.6637377274300387
ACLY,6,-5.918842235869305,6.275451508879009e-13,8.31244960924771e-12
ACMSD,6,0.3997396252515264,0.6230898748294086,0.7895694534658632
ACO1,6,-1.2621494401866231,0.11349254125479394,0.3539734646270222
ACO2,6,-8.399504048741777,4.165498125922555e-59,1.441729237523773e-57
ACOD1,6,0.1667049259576642,0.5224989138056133,0.7421277472745066
ACOT1,6,0.36279323015008763,0.6072857773861704,0.7824283549925876
ACOT11,6,-0.08009070364052044,0.42174628338252107,0.6879007485502474
ACOT12,6,-0.27297388596066846,0.3518747218844908,0.6415600119557396
ACOT13,6,-3.593234606634682,0.0026576971127406056,0.0210180344294088
ACOT2,6,0.23298313864357983,0.5510764663182058,0.7564192390503336
ACOT8,6,-0.3302923109234409,0.33266942989608006,0.6250985163017281
ACOT9,6,-1.055663687335312,0.14915090711039508,0.4173986657069864
ACOX1,6,-2.486095752958393,0.016620926126716735,0.09422815922039668
ACOX2,6,-0.0890883074686047,0.41830481247818496,0.6859407574681687
ACOXL,6,-0.31103789517155,0.3390417701274069,0.6301113748938948
ACP1,6,1.0624717155326773,0.8517263568112707,0.8997096579005368
ACP2,6,0.26661241771710553,0.5656647176908629,0.7645487495366244
ACP3,6,-2.560240095925358,0.014758349878105582,0.08565910973303982
ACP4,6,-2.362516285143201,0.0203831654063782,0.11009360424330483
ACP5,6,0.5894660071108183,0.7005524358634341,0.8222483543157767
ACR,6,-0.47665507729098033,0.2868893673468377,0.5879699851576846
ACRBP,6,-0.25706138635307707,0.35733207273873996,0.6447751713659906
ACRV1,6,-0.09728412673889375,0.4151855902302294,0.6836768391224445
ACSBG1,6,0.44529193968600783,0.6423243014948397,0.79917744781271
ACSBG2,6,0.8393715845741527,0.7885374524364077,0.8635634308157334
ACSF2,6,0.5375415161530872,0.6801194822644397,0.8155573889929084
ACSF3,6,-2.4535779205532666,0.017524114008801803,0.09794374014591348
ACSL1,6,-1.0354417885500828,0.15301541437976246,0.4233576416613811
ACSL3,6,-4.603745648320724,0.00023465561922381075,0.0023327459772234265
ACSL4,6,-1.2156593517166296,0.12088331905554048,0.3694165817990794
ACSL6,6,-0.5357281594537773,0.26977443378735855,0.5723770939949407
ACSM2A,6,0.15749981124277368,0.5185606249888408,0.7403743395862216
ACSM2B,4,0.4492803939114207,0.6439926889295845,0.7993801807196623
ACSM3,6,0.7171128847106566,0.7477401338661066,0.8442888799403454
ACSM5,6,0.08972536919714148,0.4899045975455451,0.7255512661988553
ACSM6,6,0.5082927273018651,0.6683282325409584,0.8109676491970182
ACSS1,6,0.08498820918354787,0.48792763673863837,0.724383619919536
ACSS2,5,-0.5665644464831272,0.26115554170850375,0.5643196979310022
ACSS3,6,-3.266541609922854,0.004918954433544404,0.035361464983346386
ACTA1,6,-1.7253433327703254,0.05915763171859956,0.24036436588295293
ACTA2,6,1.2480335178485147,0.8938034284074754,0.9271999300876163
ACTB,6,0.273118752355013,0.5684891830102556,0.7654084764066726
ACTBL2,6,0.5531507446640709,0.686331304975492,0.8168665286939852
ACTC1,6,0.9104632515204896,0.8102323867286427,0.8750545198600014
ACTG1,6,-2.1533909085010596,0.029278858369890325,0.1456426070888856
ACTG2,6,1.30203986841631,0.9043644087304206,0.9347290314177764
ACTL10,6,-0.40012369298892153,0.31023536970757126,0.6086748348586053
ACTL6A,6,-9.463038215004717,3.058529235164197e-91,3.0528138017449506e-89
ACTL6B,6,0.3042615394347944,0.5820028494400742,0.7709841710016653
ACTL7A,6,0.2184853251145288,0.5447995343145913,0.753402364891139
ACTL7B,6,-1.3913491050701428,0.09499527180653052,0.31718052993959495
ACTL8,6,0.18850694066984902,0.531861281352306,0.7470772337896132
ACTL9,6,-0.21935774325627122,0.3704812563560512,0.6557246166366326
ACTMAP,6,-0.5153289711320386,0.27559483191421874,0.5781252553048079
ACTN1,6,-1.9844973452627863,0.03923753323257116,0.18168963666244234
ACTN2,6,-0.9483344228703178,0.1703573331566266,0.45101768430608075
ACTN3,6,1.0879160162363208,0.858040107217044,0.9042042571680944
ACTN4,6,1.002295002888567,0.8360823288390902,0.8906584230728191
ACTR10,6,-9.885324777429512,4.631381414639032e-106,8.172320615849213e-104
ACTR1A,6,-8.623869432408748,2.8747386533753957e-65,1.1594583674828152e-63
ACTR1B,6,-1.3500818629274578,0.10057907015312825,0.3291512110343225
ACTR2,6,-7.440305319313682,1.7286137062187345e-36,3.518289667971251e-35
ACTR3,6,-7.575631060735362,2.5811650425836916e-39,5.605666454569395e-38
ACTR3B,6,-1.347930752996269,0.10087837411985713,0.3294461640340559
ACTR3C,12,-0.2669191897080485,0.353944804840976,0.6432432160451492
ACTR5,6,-1.4133338599671608,0.09214112416640333,0.31101366983785295
ACTR6,6,-10.039073592247796,9.5279713986987e-112,2.189549985493981e-109
ACTR8,6,-6.514468672149736,2.3107231212759972e-20,3.5318500422101726e-19
ACTRT1,6,-0.8926953967574636,0.18201909528183374,0.46686975305545847
ACTRT2,6,1.2240544241947782,0.8888748605662802,0.9238662520400368
ACTRT3,3,-0.30201364068743003,0.34205596050388054,0.632430718255982
ACVR1,6,-2.7321455997310378,0.011301591443436228,0.06895750283934245
ACVR1B,6,1.7134227235137323,0.961472817651816,0.9741406385344428
ACVR1C,6,-0.2223219626623867,0.3694363322332376,0.6545932690091579
ACVR2B,6,-0.8533921573716151,0.19053916538049906,0.47938158511579637
ACY1,6,-2.9448626558701654,0.008260140081482023,0.054001041492004374
ACY3,6,-0.1768679750469086,0.3856697119099014,0.665337972969902
ACYP1,5,-0.6054911865691412,0.2505812832411971,0.5538796444129044
ADA,6,-0.09095699169857924,0.4175923078083544,0.6854712234991068
ADA2,6,-1.5512330018399971,0.07599857564550871,0.2829082408141248
ADAD2,6,0.2840415968214725,0.5732306582512643,0.7672710801909743
ADAL,6,-0.5269605811109325,0.2722644382956136,0.5745102183900462
ADAM10,6,-1.8305188615223593,0.05041292958769622,0.21500015697920596
ADAM11,6,-1.5776401493375964,0.07321920405442317,0.2758877273074481
ADAM12,6,0.11936397749260103,0.5023554191198084,0.7315344622520392
ADAM15,6,0.7908969727809854,0.7728893818520316,0.8551263001188397
ADAM15-EFNA4,6,0.7908969727809854,0.7728893818520316,0.8551263001188397
ADAM17,6,-0.16845946571910458,0.3887222305380511,0.6668132124212673
ADAM18,6,-0.9868273698278752,0.16255619577890643,0.43887952147247644
ADAM19,6,-0.9685167535282306,0.16624003964279147,0.44534151393136145
ADAM2,6,-0.38245589149923864,0.3158103669031648,0.6123501794188683
ADAM20,6,0.47447053055226784,0.6544637994344955,0.8048642232871147
ADAM21,6,0.12792537129359105,0.5059765664179267,0.7333889667404392
ADAM22,6,-0.2725480712640827,0.35202004831813316,0.6416616710389788
ADAM23,6,-0.33551944409106693,0.33095333609649336,0.6241178860479731
ADAM28,6,0.2487177398242496,0.5578986563562617,0.7601204624861146
ADAM29,6,0.3214139512312795,0.5894335608906626,0.7746364083685968
ADAM30,6,0.520178722418624,0.6731430894911051,0.8128430050574101
ADAM32,6,0.2925445100659601,0.576920694338773,0.7689180313190734
ADAM33,6,-0.18461279874193826,0.38287184858429196,0.663180180929814
ADAM7,6,0.4402777093282308,0.6402229758270208,0.7980778775873225
ADAM8,6,-1.1709609452766123,0.12834953555647088,0.3820600802197602
ADAM9,6,-0.21939665722504859,0.3704675263447924,0.6557246166366326
ADAMDEC1,6,-0.15255309724622754,0.39453919667664306,0.6713269303611815
ADAMTS1,6,-0.13041342091118646,0.40272858715652604,0.675940335888547
ADAMTS10,6,-0.46316559869737184,0.29090876091782636,0.5911435242308097
ADAMTS12,6,-0.157607835929512,0.3926846374412542,0.6696545422168872
ADAMTS13,6,-0.366664375909931,0.32085142089802143,0.6167075113020423
ADAMTS14,6,0.19227970606505526,0.5334858370438786,0.7476040854639455
ADAMTS17,6,-1.2463493456526324,0.11596092077108672,0.35875636775187647
ADAMTS18,6,0.24196425106120928,0.5549694868396047,0.7589690656986442
ADAMTS19,6,-0.5696748829026441,0.2602981091552894,0.56320029901861
ADAMTS2,6,-0.6439764130252086,0.24045632277637077,0.5404456166302076
ADAMTS20,6,-0.7538262998468925,0.21325447945657092,0.5091888646292755
ADAMTS3,6,-0.25539005833316647,0.35790844110352144,0.6450706241803288
ADAMTS4,6,-1.7968288433137718,0.05311274956471657,0.22290661916489565
ADAMTS5,6,-0.4511911493895818,0.2945111794645474,0.5942847089807893
ADAMTS6,6,-0.14709337756820146,0.39654867100822655,0.6728647761499353
ADAMTS7,6,0.6820949836000435,0.7352490604053742,0.8378128062264625
ADAMTS8,5,-5.023839458180302,5.591407458607263e-06,6.0186811331402685e-05
ADAMTS9,6,-1.0746451341890302,0.14558034528474417,0.4123107428865576
ADAMTSL1,6,0.5251173838382933,0.6751344427404788,0.8134789654847021
ADAMTSL2,6,0.09743736587722682,0.49313098334318717,0.7273328936131697
ADAMTSL3,6,-0.021955125043788857,0.4444099940373458,0.7007023114564165
ADAMTSL4,6,-0.22851675734260837,0.3672587441133866,0.6526863421180977
ADAMTSL5,6,-0.1815326941392179,0.38398298063465064,0.6641095078526227
ADAP1,6,-1.20472137664261,0.12267809337287305,0.3723678254187547
ADAP2,6,0.30320085802123636,0.5815429570560954,0.770743153043991
ADAR,6,-8.623216554820084,2.9992011307931423e-65,1.2071937260257613e-63
ADARB1,6,0.45678454958037185,0.6471241598599795,0.8008713614698963
ADAT1,6,-1.1041654554031783,0.14013914040537126,0.4032013040160024
ADAT2,6,-9.227026365272003,1.8102904152959848e-83,1.273194643327208e-81
ADAT3,6,-7.703055822985878,4.3789125196079045e-42,1.006284280523384e-40
ADCK1,6,-0.376920749620432,0.31757109808361883,0.6139504985717055
ADCK2,6,-1.075860680956092,0.14535359079979623,0.41194675335342407
ADCK5,6,-0.3214107412207109,0.3355988646785456,0.6273488286740057
ADCY1,6,-2.3923172101817953,0.019389818553484088,0.10582739134838609
ADCY10,6,-0.7771437958446242,0.2077806133576619,0.5023694961814866
ADCY2,6,-2.782700912266578,0.010474468110685526,0.06501473406767527
ADCY4,6,-1.470239622307489,0.08512618507125874,0.3036182630505841
ADCY6,6,-1.799746983474886,0.05287522162148674,0.22210724301694987
ADCY7,6,-0.3451911330069675,0.32779370548213577,0.6221693431484239
ADCY8,6,-0.3934782193991122,0.3123242387521699,0.6102890973362799
ADCY9,6,-1.0467759562780212,0.15084175739360245,0.419812090039398
ADCYAP1R1,6,0.5316679093781908,0.6777671921878059,0.8142854927443215
ADD1,6,-1.7269756958566806,0.059014581770195855,0.2399311210706399
ADD2,6,-0.2572444945349604,0.3572689633281819,0.6447684494953613
ADD3,6,-2.041615836290043,0.03558949239721006,0.1686298581266033
ADGB,6,0.5675007859536153,0.6919901424147329,0.8177475843255652
ADGRA1,6,0.3630983500220721,0.6074168967538186,0.7824283549925876
ADGRA2,6,-0.49971524489525954,0.2801138147743113,0.5819979756555821
ADGRA3,6,-0.8367527511939975,0.19421938863506588,0.48409103009141213
ADGRB1,6,-6.78161467042376,1.9227987447975097e-24,3.209482398094019e-23
ADGRB2,6,-2.741733533195203,0.011138833917405479,0.06817490700207014
ADGRB3,6,-0.21259771266465038,0.37287138876069464,0.6569784578634675
ADGRD1,6,-1.527072200706646,0.07862295248836856,0.2890111046077061
ADGRE1,6,1.058520190647265,0.8507299087526781,0.8990943594399297
ADGRE3,6,0.2562665011916177,0.5611740949612405,0.7617613598955282
ADGRE5,6,-0.46295583513302646,0.29097158813704127,0.5911865422383413
ADGRF1,6,0.009609111701592942,0.45701832356124683,0.707147514253856
ADGRF2,6,0.95965041314984,0.8243792274269058,0.8834266938160057
ADGRF4,6,-0.07738575762245439,0.4227843855646975,0.6885732035384139
ADGRG1,6,-0.30800517857361087,0.3400527663793877,0.6305852124169015
ADGRG2,6,0.8917980819907675,0.8046800267167254,0.8724231080987532
ADGRG3,6,0.05071571248399774,0.4737414351860971,0.715782998276174
ADGRG5,6,0.1598247914653829,0.5195544484407757,0.7404518670491435
ADGRG6,6,0.24898725755280318,0.5580155793230603,0.7601890049053314
ADGRG7,6,-0.00855164193450457,0.4497385473890288,0.7032346635057659
ADGRL1,6,-1.205526017994328,0.12254534449238595,0.37219358278823167
ADGRL4,6,0.722148346169455,0.7495071752846075,0.8452112037743533
ADGRV1,6,0.47531073804850105,0.6548110106504511,0.8049405985871037
ADH1A,6,0.3710313571233546,0.6108227411969784,0.7836704738405589
ADH1B,6,0.6662421117980817,0.7294789901167422,0.8350794071273053
ADH1C,7,0.20294515905183413,0.5380845713256011,0.7498402062345417
ADH4,6,-0.5403796002859381,0.2684605156671343,0.5715993504772221
ADH5,6,0.20579498711969738,0.5393147991895774,0.7507028015483602
ADH6,6,1.4354028273399222,0.9272979108138206,0.9489467238251429
ADH7,6,0.7423601213645188,0.7565254968610038,0.8476980081470672
ADHFE1,6,-0.24732948802959237,0.3606966487654804,0.6475109337407747
ADI1,6,-0.6210420809119701,0.24645111461753133,0.5486818715830744
ADIG,6,0.08175831651859165,0.486581873651986,0.7240102991314329
ADIPOQ,6,-0.03760260623055878,0.4382377625675012,0.698495551535012
ADIPOQ-AS1,1,0.5613643208488696,0.6895764520002535,0.8168665286939852
ADIPOR1,6,-2.9804872775579385,0.007841687179609013,0.05184266555555094
ADIPOR2,6,-0.5345634874677762,0.2701041951318003,0.5724471000954175
ADIRF,6,0.5792627902870181,0.6965903138451112,0.8197888627714484
ADISSP,6,-0.1137649879161265,0.408958207658702,0.6800331648361927
ADM,6,0.7897753550315869,0.7725190826921057,0.8551263001188397
ADM2,6,0.09556131238580849,0.49234522635029904,0.7268914888710679
ADM5,6,-0.6145118026542215,0.24817901347043936,0.55047832134863
ADNP,6,1.4414173669002597,0.9282283023128826,0.9492174241234346
ADNP2,5,0.7714730844035029,0.7664241032651509,0.8519503518343952
ADO,6,-1.8355864413976302,0.05001480209076781,0.21385602200775514
ADORA2B,6,0.023874191695059065,0.4627838595938055,0.7101675232721661
ADPGK,5,0.374397253362058,0.6122658648557571,0.7843019372014731
ADPRH,1,-4.277092527616561,0.0010292397710779631,0.009447684902839659
ADPRHL1,6,-1.832196275601263,0.050280916621143285,0.21466877407294332
ADPRM,6,-1.3478766884907991,0.10088590723746933,0.3294461640340559
ADPRS,6,-2.429037641065607,0.018244510654454628,0.1009141517111634
ADRA1A,6,0.7238702096541726,0.7501097187262433,0.8452741687300004
ADRA1B,6,-1.9285524740646145,0.043076102727388106,0.191005837604077
ADRA1D,6,-0.34546850613185937,0.3277033905867798,0.6221327673550939
ADRA2A,6,-2.11996863938222,0.031048858247820645,0.15245182249731165
ADRA2B,6,0.38510659562224103,0.6168492385520631,0.7869859781056909
ADRB1,6,0.5732301988808783,0.6942352804664453,0.8189202990509719
ADRB2,6,0.03380344350393048,0.4668209828847762,0.7132098062851421
ADRB3,6,-0.09601986508299473,0.4156657822664849,0.6838830215561557
ADRM1,6,-4.3871750901406825,0.0007067220410611343,0.0066636200846809145
ADSL,6,-8.136581861842178,2.625874630139355e-52,7.745546315737921e-51
ADSS1,6,-0.08613285228141616,0.4194332646154381,0.6864519393334245
ADSS2,6,-7.89232666432795,2.138031321314032e-46,5.487521169237561e-45
ADTRP,6,0.12972255866235435,0.5067380185410292,0.7335501331005212
AEBP1,6,-1.111282702037575,0.13884802370013077,0.40111876807275026
AEBP2,6,-1.1454100693709035,0.1327717615040685,0.39012315233495476
AEN,6,-0.8488719384031683,0.19153453833269618,0.48073369076315403
AFAP1,6,0.7388410683078037,0.7553121291163409,0.8467742272765361
AFAP1L1,6,-1.759736656457316,0.05619410725507748,0.23160878867197002
AFAP1L2,6,1.1726409134687914,0.8778050761482156,0.916383800111837
AFDN,6,-2.797424304187719,0.010247442464093618,0.06390665996146487
AFF1,6,-1.0091267944754554,0.158136363566003,0.4316046061531442
AFF1-AS1,5,-0.21132634060789363,0.3733220151982169,0.6572228439174499
AFF2,6,-1.4519014568414126,0.08732958826405349,0.3082505184608839
AFF3,6,0.74898022611953,0.7587982668009913,0.848626304074813
AFF4,6,-0.48286667705603764,0.28505238916252296,0.5864121065965412
AFG1L,6,0.19171231905315794,0.533241443447763,0.7475138776321564
AFG2A,6,-6.09947594729972,6.0879663495758674e-15,8.407860165385596e-14
AFG2B,6,-8.27000080746848,1.0604639014795978e-55,3.402264299503456e-54
AFG3L2,6,-7.10548528277191,5.1860661654010826e-30,9.551931558883653e-29
AFM,6,-1.111544100079068,0.13880075965373978,0.40111876807275026
AFMID,6,-0.01844020018282421,0.44580367383030284,0.7018320014504588
AFP,5,0.2214461641510593,0.546080587454058,0.7540811008002318
AFTPH,5,-2.9479668809353927,0.008222918135864976,0.053823434442939654
AGA,6,-1.6320765890380695,0.06776140511774785,0.262633584887635
AGAP1,5,2.0028977719512673,0.9810041643654112,0.9882045619223009
AGAP10P,5,-1.2234656431771844,0.11961534672877186,0.36667567820702934
AGAP11,6,-0.27416045319685606,0.35146996418560117,0.6411982739961263
AGAP12P,2,0.6659464167269615,0.7293706893280651,0.8350453558794202
AGAP13P,2,0.6659464167269615,0.7293706893280651,0.8350453558794202
AGAP14P,2,0.6659464167269615,0.7293706893280651,0.8350453558794202
AGAP3,6,0.36127140180792816,0.6066316689480633,0.7822333532361275
AGAP4,6,-0.08518326569076728,0.4197962455948084,0.6867025661642262
